時間,開盤價,最高價,最低價,收盤價,外資及陸資交易買口,外資及陸資交易賣口,外資及陸資交易淨口,投信交易買口,投信交易賣口,投信交易淨口,自營商交易買口,自營商交易賣口,自營商交易淨口,外資及陸資未平倉買口,外資及陸資未平倉賣口,外資及陸資未平倉淨口,投信未平倉買口,投信未平倉賣口,投信未平倉淨口,自營商未平倉買口,自營商未平倉賣口,自營商未平倉淨口,前十大法人買口,前十大法人賣口,前十大特定法人買口,前十大特定法人賣口,前五大法人買口,前五大法人賣口,前五大特定法人買口,前五大特定法人賣口
2019-07-26,10781,10795,10765,10788,28983口,31545口,-2562口,35口,228口,-193口,5932口,6294口,-362口,57984口,17432口,40552口,3509口,27217口,-23708口,8522口,11596口,-3074口,55311口,50388口,48780口,43131口,39583口,40636口,39583口,35849口
2019-07-29,10779,10802,10744,10782,36071口,36108口,-37口,1口,10口,-9口,8180口,8237口,-57口,59916口,19405口,40511口,3500口,27217口,-23717口,8958口,12089口,-3131口,56934口,51202口,49777口,43852口,40559口,40251口,40559口,35371口
2019-07-30,10819,10836,10751,10752,35238口,39270口,-4032口,10口,9口,1口,9690口,11536口,-1846口,59016口,22537口,36479口,3508口,27224口,-23716口,7241口,12194口,-4953口,55450口,52912口,49399口,46094口,40124口,40939口,40124口,36591口
2019-07-31,10721,10743,10674,10736,48362口,47434口,928口,46口,24口,22口,16893口,15626口,1267口,59409口,22002口,37407口,3542口,27236口,-23694口,6074口,9760口,-3686口,55002口,51931口,50937口,45398口,38571口,40660口,38571口,36597口
2019-08-01,10635,10697,10623,10644,56549口,61397口,-4848口,300口,78口,222口,12460口,11651口,809口,57735口,25172口,32563口,3512口,26984口,-23472口,6731口,9566口,-2835口,54486口,51649口,50066口,45306口,37800口,41213口,37800口,37340口
2019-08-02,10518,10535,10441,10469,85042口,88426口,-3384口,4口,473口,-469口,19845口,19045口,800口,60475口,31296口,29179口,3482口,27423口,-23941口,7396口,9442口,-2046口,55534口,57159口,50256口,48240口,37145口,45565口,31867口,41908口
2019-08-05,10421,10460,10358,10376,81782口,80609口,1173口,1938口,74口,1864口,18185口,19803口,-1618口,62645口,33491口,29154口,3502口,25579口,-22077口,8649口,12082口,-3433口,58775口,59070口,50866口,47678口,38981口,46573口,38981口,37502口
2019-08-06,10096,10387,10095,10329,108369口,108559口,-190口,345口,22口,323口,28977口,27579口,1398口,59897口,30913口,28984口,3497口,25251口,-21754口,9215口,11268口,-2053口,58088口,57829口,50351口,46058口,39770口,45019口,39770口,35569口
2019-08-07,10330,10375,10301,10346,69194口,65146口,4048口,525口,80口,445口,18039口,17987口,52口,62697口,29641口,33056口,3487口,24796口,-21309口,8916口,10917口,-2001口,58220口,54544口,48588口,43138口,40138口,42716口,40138口,33781口
2019-08-08,10372,10454,10340,10436,84616口,83308口,1308口,179口,0口,179口,18735口,18362口,373口,62967口,28604口,34363口,3617口,24747口,-21130口,9144口,10772口,-1628口,58951口,54203口,51511口,40448口,40994口,40059口,40994口,31434口
2019-08-12,10439,10477,10380,10439,44393口,44825口,-432口,96口,10口,86口,11415口,11635口,-220口,63157口,29226口,33931口,3703口,24747口,-21044口,9351口,11176口,-1825口,60845口,53719口,52598口,40312口,42050口,39912口,42050口,31803口
2019-08-13,10385,10400,10319,10343,56312口,54160口,2152口,109口,178口,-69口,13607口,15928口,-2321口,63516口,27454口,36062口,3699口,24812口,-21113口,8818口,12938口,-4120口,63075口,52731口,54635口,38837口,43967口,40301口,43967口,28354口
2019-08-14,10457,10492,10416,10429,71973口,70593口,1380口,41口,1438口,-1397口,21932口,22333口,-401口,63983口,26541口,37442口,3681口,26191口,-22510口,8365口,12839口,-4474口,60682口,56111口,52077口,39811口,40982口,44471口,40982口,31728口
2019-08-15,10255,10335,10242,10300,78894口,77025口,1869口,84口,1125口,-1041口,16930口,18947口,-2017口,69441口,30149口,39292口,3718口,27270口,-23552口,8053口,14544口,-6491口,63306口,57412口,55696口,43093口,43733口,43865口,43733口,34938口
2019-08-16,10315,10421,10288,10412,105813口,105259口,554口,6623口,5829口,794口,23984口,23105口,879口,67784口,29142口,38642口,3759口,26517口,-22758口,6156口,11877口,-5721口,59761口,55532口,55282口,42751口,40036口,43251口,40036口,34982口
2019-08-19,10436,10489,10419,10481,85239口,85239口,0口,16064口,15996口,68口,17334口,16661口,673口,68786口,30144口,38642口,3793口,26483口,-22690口,6761口,11986口,-5225口,60424口,55501口,55727口,41218口,39503口,43831口,39503口,35616口
2019-08-20,10487,10530,10478,10526,73159口,70018口,3141口,7873口,7620口,253口,17552口,20018口,-2466口,71840口,30057口,41783口,3796口,26233口,-22437口,6618口,14407口,-7789口,60528口,58261口,56303口,42969口,39168口,43161口,39168口,34503口
2019-08-21,10514,10544,10505,10528,56535口,52850口,3685口,451口,728口,-277口,18051口,19940口,-1889口,62266口,20044口,42222口,3793口,26507口,-22714口,5485口,10659口,-5174口,55210口,50616口,51767口,38577口,38985口,40022口,38985口,29519口
2019-08-22,10538,10564,10464,10476,44782口,49071口,-4289口,1242口,41口,1201口,12398口,11585口,813口,60716口,22783口,37933口,3835口,25348口,-21513口,6092口,10399口,-4307口,55070口,49960口,51457口,40645口,38258口,39346口,38258口,32085口
2019-08-23,10485,10513,10460,10497,42194口,39973口,2221口,164口,46口,118口,7505口,7691口,-186口,62360口,22206口,40154口,3998口,25393口,-21395口,6289口,10759口,-4470口,56418口,51421口,52691口,39348口,39006口,39929口,39006口,32007口
2019-08-26,10335,10367,10294,10307,82628口,85157口,-2529口,322口,346口,-24口,16556口,18368口,-1812口,62664口,25040口,37624口,3984口,25403口,-21419口,6037口,12319口,-6282口,55553口,53396口,51662口,40512口,38295口,40811口,38295口,32398口
2019-08-27,10372,10390,10343,10363,49137口,45374口,3763口,42口,16口,26口,10892口,10787口,105口,62138口,20751口,41387口,4005口,25398口,-21393口,6413口,12590口,-6177口,54583口,51766口,50289口,37163口,36711口,39452口,36711口,29846口
2019-08-28,10390,10438,10388,10412,46817口,47325口,-508口,325口,20口,305口,12987口,12685口,302口,62503口,21630口,40873口,3992口,25080口,-21088口,5617口,11480口,-5863口,54637口,50092口,51232口,36709口,37895口,37578口,37895口,29116口
2019-08-29,10420,10442,10376,10430,45575口,41440口,4135口,1口,3口,-2口,7630口,8159口,-529口,65750口,20742口,45008口,3989口,25079口,-21090口,5538口,11932口,-6394口,57263口,50373口,53823口,36135口,40255口,38243口,40255口,29094口
2019-08-30,10520,10584,10517,10577,44573口,42897口,1676口,914口,0口,914口,10960口,11217口,-257口,68471口,20787口,47684口,4021口,24197口,-20176口,6799口,13146口,-6347口,58565口,49751口,54821口,33177口,40778口,37436口,40778口,25366口
2019-09-02,10564,10615,10556,10603,31035口,28984口,2051口,124口,800口,-676口,8035口,7349口,686口,69007口,19272口,49735口,4035口,24887口,-20852口,7095口,12757口,-5662口,59362口,50541口,55472口,36417口,41286口,38001口,41286口,29270口
2019-09-03,10599,10632,10537,10543,36672口,39722口,-3050口,0口,212口,-212口,10880口,11263口,-383口,67871口,21187口,46684口,4030口,25094口,-21064口,7870口,13922口,-6052口,61161口,52132口,56235口,37779口,41839口,38622口,36913口,32817口
2019-09-04,10563,10657,10558,10644,43884口,39481口,4403口,442口,21口,421口,13521口,14523口,-1002口,72290口,21203口,51087口,4030口,24673口,-20643口,8582口,15617口,-7035口,63361口,53035口,55674口,35165口,43820口,39130口,39321口,33138口
2019-09-05,10719,10762,10703,10734,42733口,43826口,-1093口,39口,787口,-748口,11984口,10088口,1896口,69932口,19938口,49994口,3652口,25043口,-21391口,8908口,14026口,-5118口,61963口,52557口,54112口,35915口,43571口,39072口,39004口,33759口
2019-09-06,10776,10783,10741,10767,35164口,33161口,2003口,282口,4口,278口,8830口,8311口,519口,71497口,18747口,52750口,3652口,24765口,-21113口,9117口,13651口,-4534口,62048口,51143口,54057口,35576口,43524口,37278口,38787口,33404口
2019-09-09,10802,10827,10773,10793,33746口,32311口,1435口,3口,737口,-734口,8270口,8282口,-12口,72814口,18629口,54185口,3616口,25463口,-21847口,9324口,13927口,-4603口,63051口,52186口,54288口,36312口,45021口,38372口,39674口,34224口
2019-09-10,10801,10814,10731,10742,30266口,32545口,-2279口,0口,1012口,-1012口,10031口,9857口,174口,70957口,19050口,51907口,3611口,26470口,-22859口,9625口,14118口,-4493口,62871口,52398口,54070口,36837口,44477口,38935口,39015口,31322口
2019-09-11,10795,10808,10751,10774,45073口,45945口,-872口,12口,57口,-45口,16133口,14246口,1887口,69912口,18859口,51053口,3606口,26510口,-22904口,10074口,12721口,-2647口,63991口,52392口,54777口,37099口,45539口,39149口,39806口,31629口
2019-09-12,10842,10870,10801,10824,53412口,53583口,-171口,2603口,5016口,-2413口,18977口,17624口,1353口,82689口,31806口,50883口,3600口,28917口,-25317口,10938口,12255口,-1317口,71395口,62631口,65862口,51963口,47747口,47186口,47747口,42746口
2019-09-16,10802,10885,10802,10878,85955口,77229口,8726口,16582口,17975口,-1393口,18023口,18503口,-480口,100413口,40804口,59609口,3577口,30287口,-26710口,10738口,12602口,-1864口,80360口,72572口,74606口,61372口,55003口,55142口,55003口,47118口
2019-09-17,10907,10910,10858,10865,66647口,71687口,-5040口,12976口,12978口,-2口,17222口,16804口,418口,99984口,45415口,54569口,3639口,30351口,-26712口,14451口,16525口,-2074口,83693口,78271口,76272口,64556口,56130口,60385口,56130口,53826口
2019-09-18,10912,10963,10884,10960,49170口,45472口,3698口,652口,610口,42口,18518口,20744口,-2226口,70374口,18413口,51961口,3799口,30469口,-26670口,6559口,12387口,-5828口,63489口,52617口,59466口,41671口,46826口,42251口,46826口,38880口
2019-09-19,10915,10936,10851,10867,37273口,41583口,-4310口,1048口,721口,327口,8862口,7876口,986口,69819口,22136口,47683口,3801口,30144口,-26343口,7043口,11972口,-4929口,63054口,52414口,58823口,45237口,46330口,40896口,46330口,37864口
2019-09-20,10901,10912,10884,10899,33212口,30091口,3121口,5口,0口,5口,6018口,5710口,308口,72434口,21630口,50804口,3801口,30139口,-26338口,7144口,11756口,-4612口,63828口,51431口,59598口,44464口,46477口,41371口,46477口,38129口
2019-09-23,10894,10929,10872,10892,34352口,35317口,-965口,0口,717口,-717口,8776口,7962口,814口,71438口,21599口,49839口,3789口,30844口,-27055口,7346口,10914口,-3568口,64508口,51702口,60190口,42960口,47406口,42142口,47406口,38280口
2019-09-24,10911,10932,10865,10905,38824口,38319口,505口,0口,812口,-812口,11900口,12428口,-528口,72989口,22652口,50337口,3786口,31653口,-27867口,8761口,12331口,-3570口,65364口,56042口,61023口,46799口,47885口,45757口,47885口,42217口
2019-09-25,10865,10873,10805,10841,44637口,46651口,-2014口,0口,802口,-802口,12355口,13062口,-707口,72693口,24372口,48321口,3365口,32034口,-28669口,8534口,12670口,-4136口,63398口,56398口,59368口,47498口,47049口,46017口,47049口,42944口
2019-09-26,10876,10895,10828,10843,44269口,42742口,1527口,9口,243口,-234口,9242口,8476口,766口,73175口,23327口,49848口,3126口,32029口,-28903口,8899口,12274口,-3375口,64830口,54907口,60591口,48027口,47032口,44657口,47032口,41379口
2019-09-27,10876,10897,10811,10823,47975口,45267口,2708口,907口,141口,766口,9428口,9686口,-258口,74815口,22244口,52571口,3125口,31262口,-28137口,9334口,12947口,-3613口,66275口,55645口,61960口,46067口,48154口,43849口,48154口,40510口
2019-10-01,10856,10962,10856,10953,50162口,45531口,4631口,693口,6口,687口,15233口,16504口,-1271口,79330口,22148口,57182口,3163口,30613口,-27450口,11070口,15822口,-4752口,70129口,59761口,62205口,46192口,50169口,44943口,50169口,40549口
2019-10-02,10916,10948,10912,10923,36805口,39822口,-3017口,1553口,31口,1522口,9226口,8964口,262口,77899口,23730口,54169口,3151口,29079口,-25928口,10494口,14984口,-4490口,71820口,58186口,64514口,45784口,52066口,44105口,52066口,36887口
2019-10-03,10827,10877,10773,10849,51336口,51068口,268口,1436口,78口,1358口,11925口,12538口,-613口,78627口,24180口,54447口,3153口,27723口,-24570口,10227口,15306口,-5079口,72301口,58042口,65221口,44480口,53434口,44060口,53434口,36338口
2019-10-04,10881,10912,10820,10877,55769口,55088口,681口,14口,701口,-687口,12802口,11628口,1174口,78592口,23466口,55126口,3152口,28409口,-25257口,11626口,15531口,-3905口,73000口,57190口,65032口,43023口,53926口,44313口,53926口,36047口
2019-10-07,10907,10937,10886,10914,35235口,36496口,-1261口,35口,1口,34口,12240口,10764口,1476口,77296口,23431口,53865口,3172口,28395口,-25223口,13155口,15582口,-2427口,73920口,58202口,64749口,43200口,53508口,46188口,53508口,36764口
2019-10-08,10958,11021,10950,11000,45968口,40068口,5900口,407口,355口,52口,15709口,18204口,-2495口,84907口,25142口,59765口,3134口,28305口,-25171口,12806口,17682口,-4876口,75106口,59340口,66254口,44125口,54471口,44511口,54471口,35753口
2019-10-09,10963,10969,10880,10883,53964口,61034口,-7070口,3672口,4949口,-1277口,18901口,17400口,1501口,79820口,27245口,52575口,3098口,29546口,-26448口,10416口,13888口,-3472口,72526口,60204口,68285口,47917口,52930口,47191口,52930口,39398口
